poicode,day_type,total_count,total_estimated_visit
POI_IND_9999_0x3be87b8ba437dfb1:0x7e95335d68b524f0,weekend,144,2502.0
POI_IND_9999_0x3be7ce48f0e05e69:0x3b068bfcc2fea2c6,weekday,419,14736.0
POI_IND_9999_0x3be7ce48f0e05e69:0x3b068bfcc2fea2c6,weekend,219,7165.0
POI_IND_9999_0x3be7ced41effdb7d:0xa097efcab826ead0,weekend,51,2169.0
POI_IND_9999_0x3be7d19afbc8c517:0x3e7af1dbb5cacd14,weekend,121,2722.0
POI_IND_9999_0x3be7cee53bdf59b9:0x492f39074ee78879,weekend,57,2513.0
POI_IND_9999_0x3be7ce8c74290311:0xa3efe60241d20473,weekday,645,14865.0
POI_IND_9999_0x3bdd66f2bdcc7983:0x3be1945667aa52e1,weekend,9,8.0
POI_IND_9999_0x3be7c157bffcd543:0x116ef06d960c6ce0,weekend,121,2577.0
POI_IND_9999_0x3be7b91f335e637b:0x2d0a4bee85b3cac6,weekday,121,5477.0
POI_IND_9999_0x3be7c195fe81deef:0xc2c204fa5b8bef76,weekend,73,533.0
POI_IND_9999_0x3be7cee591fb5dcd:0x9a3f30f2f1f517a0,weekend,58,3111.0
POI_IND_9999_0x3be7c8443fffffff:0xf6dda17f47cf2496,weekend,76,3360.0
POI_IND_9999_0x3be7b6e569555555:0x322c83069c7b1af6,weekday,35,1713.0
POI_IND_9999_0x3be7b61ded59e91f:0x56e59a1ffb3e2964,weekend,29,846.0
POI_IND_9999_0x3be7c87d80325f43:0x9a68be419ef8ffde,weekday,342,11599.0
POI_IND_9999_0x3be7c9bd7802e87b:0x6752da0fa1ab5a44,weekday,87,3510.0
POI_IND_9999_0x3be7c9e92075a359:0x438fff3629fa97dc,weekend,65,2502.0
POI_IND_9999_0x3be7b6c4ffffffff:0x7653d93bcd4f2ea8,weekend,12,386.0
POI_IND_9999_0x3be7b1dfe42ed893:0xe596c7a650a67acc,weekday,2609,74379.0
POI_IND_9999_0x3be7b1dfe42ed893:0xe596c7a650a67acc,weekend,1326,32724.0
POI_IND_9999_0x3be7b91588c94253:0x66dd026367f6f19f,weekday,406,15309.0
POI_IND_9999_0x3be7b134c3933253:0xcde44e58860d816,weekday,449,12351.0
POI_IND_9999_0x3be7b619ed8a8ba3:0x91c03b1da880b330,weekday,286,10969.0
POI_IND_9999_0x3be7b75fd5198ae9:0x41b607b935c1287f,weekend,61,2999.0
POI_IND_9999_0x3be7ce85eb5c0f4f:0xe9c15202cbd536ee,weekday,60,3307.0
POI_IND_9999_0x3be7c7e46b2e6d33:0x7b2420c03c3ebbdf,weekday,88,5373.0
POI_IND_9999_0x3be7b787e37e487f:0x7d96cbae202d22dd,weekend,55,2742.0
POI_IND_9999_0x3be7c8653c86c667:0xda6f23f9501dcb15,weekday,69,3938.0
POI_IND_9999_0x3be7b7a3539f85b9:0x169e22d765db2bca,weekday,422,14010.0
POI_IND_9999_0x3be7b7c18fde4fa5:0xb75bf7d218587bab,weekday,105,3937.0
POI_IND_9999_0x3be7b8620cf6f221:0x4ec4790983b7aab6,weekday,38,1462.0
POI_IND_9999_0x3be7c935a6e2bee3:0xe88d18d62039f5dc,weekend,105,5368.0
POI_IND_9999_0x3be7c925cb4bdfe5:0x7e31830c7d93dc65,weekday,193,7598.0
POI_IND_9999_0x3be7c925cb4bdfe5:0x7e31830c7d93dc65,weekend,76,2718.0
POI_IND_9999_0x3be7b71b850f9d83:0xb64295a8836c3107,weekday,368,11574.0
POI_IND_9999_0x3be7b7a8545ce553:0xdab2a72a6041be58,weekend,91,4452.0
POI_IND_9999_0x3be7b70019b6aded:0x71bc7fcab47b76d9,weekday,254,12457.0
POI_IND_9999_0x3be7ceefef5cf2f5:0x4c59b77df8df9e0b,weekday,120,4657.0
POI_IND_9999_0x3be7cf5e24d8ce2f:0xc2c94f5ce59d6dd,weekend,47,1805.0
POI_IND_9999_0x3be7c9cf0610f78f:0xf0ba330529d4714,weekend,52,2335.0
POI_IND_9999_0x3be7c914ea9ee4c3:0x96e473a09338cfba,weekday,1,1.0
POI_IND_9999_0x3be797e0057ada15:0xefb31aab302661b3,weekend,158,3253.0
POI_IND_9999_0x3be7afc7a48b3b0d:0xa4fd4044ed7b642e,weekday,80,1988.0
POI_IND_9999_0x3be7afc7a48b3b0d:0xa4fd4044ed7b642e,weekend,35,809.0
POI_IND_9999_0x3be7b7539b399075:0x64b1657c660e833a,weekday,38,1411.0
POI_IND_9999_0x3be7c93fb762ad13:0x7e19d16ae6c7e4a2,weekend,57,3213.0
POI_IND_9999_0x3be7c8f6d0e12a1f:0x45148f58fec1e86b,weekend,185,5894.0
POI_IND_9999_0x3be7b153adf4dc5b:0x930bc1a164eb1e46,weekday,158,8318.0
POI_IND_9999_0x3be7b1edb330bce3:0x5be6a3e3d5f8c9e,weekend,16,593.0
POI_IND_9999_0x3be7bb87ee57cef3:0x6d897e4364f5c1e6,weekend,27,1976.0
POI_IND_9999_0x3be7c134ebb884c1:0x6d2dfff6545a8d56,weekend,21,292.0
POI_IND_9999_0x3be7bf524d576d1b:0xe014b44aa9affc55,weekday,83,562.0
POI_IND_9999_0x3be7947d4383c09d:0xe4177490a43a811,weekday,100,4218.0
POI_IND_9999_0x3be7947d4383c09d:0xe4177490a43a811,weekend,31,1499.0
POI_IND_9999_0x3be7c13a88ad8ca7:0x6d6b9a1e4ea330b8,weekend,53,442.0
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,weekday,452,10188.0
POI_IND_9999_0x3be7c77779897883:0x9abb47495273443,weekday,283,9226.0
POI_IND_9999_0x3be7b7b2c43a342f:0xf597c1394e2221f,weekend,30,1108.0
POI_IND_9999_0x3be7b6fcda7b20b7:0x89dc2f78ec6d7699,weekday,242,8516.0
POI_IND_9999_0x3be7c91286673cd3:0xaaa079cb1979f4b8,weekday,118,5823.0
POI_IND_9999_0x3be7c9c63acd01eb:0x190f3c3094cda012,weekend,45,1890.0
POI_IND_9999_0x3be7b9478828572f:0x7cd268c9e788b384,weekday,112,4760.0
POI_IND_9999_0x3be7c10b3f4c9f6b:0x3aa2432f492aab82,weekend,87,2236.0
POI_IND_9999_0x3be7c1ab52d45193:0x9997d9e7f7c1ccfc,weekday,826,11998.0
POI_IND_9999_0x3be7c10004cfcb61:0xcb8127f942473ee,weekday,51,1223.0
POI_IND_9999_0x3be7c10004cfcb61:0xcb8127f942473ee,weekend,25,417.0
POI_IND_9999_0x3be7c148a16c2811:0x8ff24d114fdf8f4b,weekend,9,129.0
POI_IND_9999_0x3be7c1340b0e699b:0x1da58a9456e695b1,weekend,89,1852.0
POI_IND_9999_0x3be7c146e859ac23:0x5814bc689be56c1a,weekend,34,550.0
POI_IND_9999_0x3be7c146e859ac23:0x5814bc689be56c1a,weekday,58,769.0
POI_IND_9999_0x3be7b1aeb1bb5555:0xc3eb3bdd294ba9ff,weekend,79,4206.0
POI_IND_9999_0x3be7c63028fbfde7:0xfa261b8f75a53ece,weekday,83,3288.0
POI_IND_9999_0x3be7c921dba4d58d:0x25a1936841e957e9,weekend,10,892.0
POI_IND_9999_0x3be7c917aaf3d2e7:0x810500c20f7a939b,weekend,47,1788.0
POI_IND_9999_0x3be7c905558d0777:0x6577c0c1d6b093c6,weekday,1117,29500.0
POI_IND_9999_0x3be7c83c256f6a91:0x497dd43353bd8d01,weekend,94,1825.0
POI_IND_9999_0x3be7c61997586915:0x9e82034956a4211b,weekday,151,4606.0
POI_IND_9999_0x3be7bbcfbd040a75:0x5b44b435de2eefef,weekend,12,514.0
POI_IND_9999_0x3be7c3bea9b45bf1:0x922fd486cc7b87ab,weekday,135,4176.0
POI_IND_9999_0x3be7958c03a217d5:0x4542cd820e84cc8b,weekend,107,1814.0
POI_IND_9999_0x3be7bba3a1b1a34b:0x71c63b58e74d15eb,weekday,113,3992.0
POI_IND_9999_0x3be7c7cc74937a79:0x65367a02cf40aa9a,weekend,113,2763.0
POI_IND_9999_0x3be7c9b1a328905f:0x9fa00b34065eece9,weekday,405,6684.0
POI_IND_9999_0x3be7b73bf33c98bd:0x4312888326f3d31d,weekday,251,6008.0
POI_IND_9999_0x3be71d7607011a5d:0x2d267ea05a791e87,weekday,64,1748.0
POI_IND_9999_0x3be7b14ef5fd632f:0x69cc5696f8229add,weekday,13,213.0
POI_IND_9999_0x3be7c9a60b4aee0b:0x65f1b7f8004f31c7,weekday,252,9641.0
POI_IND_9999_0x3be7c991aead17e9:0xbb1a797789e118c4,weekend,285,10897.0
POI_IND_9999_0x3be7cef2993f3d05:0x6bc69ed290dda99,weekday,34,1969.0
POI_IND_9999_0x3be7cf29280df03f:0x25acd91b86647569,weekend,134,4601.0
POI_IND_9999_0x3be7b92cf8a966e1:0x61fa18b0f219605a,weekend,9,279.0
POI_IND_9999_0x3be7b8e7938fc6d1:0x6ebb021452ce630f,weekend,193,6578.0
POI_IND_9999_0x3be7b8ad2c3c6d5b:0xfd29057501a58b5a,weekend,36,877.0
POI_IND_9999_0x3be7c33ce8464c45:0xbb6a4a28fcf1f9a7,weekend,409,3593.0
POI_IND_9999_0x3be7950001685b87:0x5a3216151107cf3e,weekend,5,77.0
POI_IND_9999_0x3be7950001685b87:0x5a3216151107cf3e,weekday,34,1065.0
POI_IND_9999_0x3be794108fde6dc9:0xac33e1ec97ce3bd8,weekend,121,3857.0
POI_IND_9999_0x3be7b72d1018c8f7:0x21bf5bf0322c8b56,weekend,73,4700.0
POI_IND_9999_0x3be7c9738d058d45:0xe276119f570eab86,weekend,89,4802.0
POI_IND_9999_0x3be7b92fe201d9b3:0x39d276bdabd4f505,weekend,23,789.0
POI_IND_9999_0x3be7b91419587b4d:0x719aad6c695e902b,weekday,130,4280.0
POI_IND_9999_0x3be793533e44a1fb:0x799080a3e42a6f9f,weekday,47,1690.0
POI_IND_9999_0x3be793533e44a1fb:0x799080a3e42a6f9f,weekend,20,1167.0
POI_IND_9999_0x3be7bd0071e468ad:0xc8ac4366b11ea06b,weekend,33,784.0
POI_IND_9999_0x3be7c83efbb5bccd:0x88644402fc0e76bc,weekday,173,7596.0
POI_IND_9999_0x3be7b6cf1f733763:0xc0b872373e92350,weekday,922,24358.0
POI_IND_9999_0x3be7b76672dd4449:0x91cdf0ebb68baaa2,weekend,82,2154.0
POI_IND_9999_0x3be7b1005abe4893:0x64397eba6eeb2427,weekend,30,897.0
POI_IND_9999_0x3be7b100a94b1437:0xff734fa0ae837190,weekday,223,7358.0
POI_IND_9999_0x3be7c9641425dad9:0xf4d84db1be6e3594,weekend,67,1745.0
POI_IND_9999_0x3be7b93cbabf2fcd:0xa3b4c90fd6cbd3d2,weekday,190,5142.0
POI_IND_9999_0x3be795a7666f3ec5:0xed797096b9f317e7,weekend,4,297.0
POI_IND_9999_0x3be7c83c25dd979b:0x20d52fa44c7a3ca8,weekday,111,5700.0
POI_IND_9999_0x3be7c9b9c9d4a707:0x467b515de12afa42,weekday,194,6634.0
POI_IND_9999_0x3be7c9b9c9d4a707:0x467b515de12afa42,weekend,117,4876.0
POI_IND_9999_0x3be7c90025186e3f:0x256aeb8721eb16a5,weekday,1149,34216.0
POI_IND_9999_0x3be7b76b6659714f:0xec45712e87158f88,weekday,22,841.0
POI_IND_9999_0x3be7cf88304d66bb:0xa96ee3c808d893af,weekday,590,27936.0
POI_IND_9999_0x3be7b124372d5219:0x634bc52548ab795b,weekend,174,5735.0
POI_IND_9999_0x3be7bbd7ad4c6bf9:0x71495d2da35ce8c9,weekend,16,775.0
POI_IND_9999_0x3be7a8cd5643696f:0x98997b33f721bc68,weekday,1748,48923.0
POI_IND_9999_0x3be7c8528dc85aef:0x5b9e4abcad5ab099,weekday,56,2486.0
POI_IND_9999_0x3be7cf83ecd00b27:0xaac4c5077d4ab420,weekday,79,2091.0
POI_IND_9999_0x3be7c91ce6da3fbb:0xc46789d1437f3f52,weekend,10,558.0
POI_IND_9999_0x3be7c986213e3e5b:0x90f4caf243231a2c,weekday,104,4332.0
POI_IND_9999_0x3be7c97f3c0ec40d:0xaa517ab4b2c8017e,weekday,539,21136.0
POI_IND_9999_0x3be7c7255050f43b:0x9044c555c0cb8737,weekend,415,13338.0
POI_IND_9999_0x3be7c7255050f43b:0x9044c555c0cb8737,weekday,928,34456.0
POI_IND_9999_0x3be7c907176fdea3:0x86447a59472ef9a6,weekday,24,1141.0
POI_IND_9999_0x3be87a410afe07a3:0xf54c04807c625882,weekend,217,2337.0
POI_IND_9999_0x3be87b65b6c78c39:0xc4426c4883967892,weekday,124,4754.0
POI_IND_9999_0x3be7b921acc69ba7:0x49baf9643c9bc38e,weekend,21,329.0
POI_IND_9999_0x3be7cef58ef276e5:0x433f0730fb08be10,weekend,74,2746.0
POI_IND_9999_0x3be7cf37d18dadad:0xab19932bac682b0c,weekend,107,3188.0
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,weekday,21,966.0
POI_IND_9999_0x3be7bf94cd7c7e63:0xaadbf42c50056519,weekend,24,345.0
POI_IND_9999_0x3be7c24c9910456d:0x6e332f0ba259b22f,weekend,46,866.0
POI_IND_9999_0x3be7b18bd89c4697:0xa530205aa6d7b8fc,weekend,41,2368.0
POI_IND_9999_0x3be7b903b8341f53:0x445e756d74f4a085,weekday,116,6231.0
POI_IND_9999_0x3be7b9201352950d:0x2b8a035bebb4c6ac,weekday,172,7844.0
POI_IND_9999_0x3be7b12de6b318bd:0xeb8b38927fd79982,weekday,339,14380.0
POI_IND_9999_0x3be7c1b9d8491eff:0x23c44b1a3fc67264,weekday,98,1981.0
POI_IND_9999_0x3be7c8522c7aabef:0x7d8d9eeddbc10b92,weekday,65,2165.0
POI_IND_9999_0x3be7b9512b66fe7d:0x36e11b8bd3b1bc65,weekend,570,17295.0
POI_IND_9999_0x3be7c8f13d2e5391:0xe3c171e8433ae536,weekend,165,5467.0
POI_IND_9999_0x3be7c9e1efc4d20f:0xa762e20757f25464,weekday,102,4026.0
POI_IND_9999_0x3be7c94791aa0e09:0x824b2ae691c2f40b,weekend,14,1102.0
POI_IND_9999_0x3be7c94791aa0e09:0x824b2ae691c2f40b,weekday,39,1998.0
POI_IND_9999_0x3be7be2063940e41:0xbf12f003120e2daf,weekend,99,1068.0
POI_IND_9999_0x3be7c1dbbc6d7971:0x5168a04a1fed5c53,weekday,98,1580.0
POI_IND_9999_0x3be7bbdc6d0ae637:0xf56e5315a07010c9,weekday,83,3539.0
POI_IND_9999_0x3be7c1ff52fade67:0x4a16ccf371c90f36,weekend,195,4253.0
POI_IND_9999_0x3be7c91adb7488a7:0x241cd2f66034e79e,weekday,210,7031.0
POI_IND_9999_0x3be7b7059e502a55:0x6f3aad59779f0942,weekend,53,1550.0
POI_IND_9999_0x3be7c9bd507b3a2b:0x1307aaa0450b39c,weekend,117,3793.0
POI_IND_9999_0x3be7b77e7a330ccd:0xc2b2488c96a0a5e9,weekday,96,3362.0
POI_IND_9999_0x3be7b9b368bb1921:0x56e2e0566f843c67,weekend,176,6736.0
POI_IND_9999_0x3be7943156056939:0x8b999845968eae9b,weekday,177,3298.0
POI_IND_9999_0x3be7c1f6950a3d33:0x2ea2c2234d295ff2,weekend,128,1300.0
POI_IND_9999_0x3be7c1995554396b:0x6343b951523f1bdd,weekend,136,2674.0
POI_IND_9999_0x3be7ced3f9cfa341:0xe1d4f594937ee263,weekday,120,4936.0
POI_IND_9999_0x3be7c196043cc7a5:0x524c1293c9bdbcf3,weekend,391,4641.0
POI_IND_9999_0x3be7c196043cc7a5:0x524c1293c9bdbcf3,weekday,720,9081.0
POI_IND_9999_0x3be7b9677e3c16a9:0xbcbb39a2109eb44a,weekday,511,8219.0
POI_IND_9999_0x3be7b19cfcd99c69:0xf17d091bb5325393,weekend,31,1499.0
POI_IND_9999_0x3be7b04dce611a23:0x8f6fcb407e600cf8,weekday,227,6867.0
POI_IND_9999_0x3be7cf3224f991f5:0xade5f9dcfb900658,weekday,204,6635.0
POI_IND_9999_0x3be795b56adf11a5:0x9d5223f637d6830a,weekday,88,3033.0
POI_IND_9999_0x3be7b059e55b5fc1:0xd7316e41ab972f06,weekend,50,2276.0
POI_IND_9999_0x3be7bfe6da67a79d:0x23a38c72a501e9e1,weekend,158,5665.0
POI_IND_9999_0x3bdd6158e78d4811:0xc972f9b9dcd2ec14,weekday,6,301.0
POI_IND_9999_0x3be7cf79082e53b9:0x607312a07e810593,weekend,18,413.0
POI_IND_9999_0x3be7c9122833cf53:0xa438d93d8c564c8e,weekday,83,4069.0
POI_IND_9999_0x3be7c9122833cf53:0xa438d93d8c564c8e,weekend,44,1769.0
POI_IND_9999_0x3be7c9e0d875fc5d:0x17b194fc812a2f38,weekday,181,8954.0
POI_IND_9999_0x3be7ce89408e0ec1:0x2b25ba95eae9ee19,weekend,265,7721.0
POI_IND_9999_0x3be7957f4cb60da5:0xf5821711a64f8e4c,weekday,32,493.0
POI_IND_9999_0x3be7957f4cb60da5:0xf5821711a64f8e4c,weekend,20,202.0
POI_IND_9999_0x3be7950d080a5edb:0x4ce6af7475f3e065,weekend,54,1165.0
POI_IND_9999_0x3be7b181a6c8725b:0x6bca392f461ad304,weekday,148,7729.0
POI_IND_9999_0x3be7b9f5d7c269d1:0x2edef507f1798ed7,weekend,9,115.0
POI_IND_9999_0x3be7b91c2d874871:0x9c79b3f08903c6aa,weekday,193,9936.0
POI_IND_9999_0x3be7c9ccc80c0c5b:0xf4b2e049cebf318,weekday,454,17430.0
POI_IND_9999_0x3be7b7d7fbebd8f7:0x35d556bf82321ed0,weekday,280,7454.0
POI_IND_9999_0x3be7c9d808f64ff7:0xf79c570f56383686,weekday,52,1994.0
POI_IND_9999_0x3be7b7337501a9ef:0xdf3760a6be6b2e01,weekday,71,3124.0
POI_IND_9999_0x3be7c871f48a9f91:0xdfd30f49522930f0,weekend,194,6902.0
POI_IND_9999_0x3be7b11e11a860b9:0xc2fb725f9c2eb5cd,weekend,72,2974.0
POI_IND_9999_0x3be7b92f8967c83d:0x26e8f39bb8c986a3,weekday,143,4313.0
POI_IND_9999_0x3be7b100a30e3ba7:0x5d40649876da17,weekend,53,3418.0
POI_IND_9999_0x3be7c3acf2802b21:0x669c7d1627c86d0f,weekend,137,2942.0
POI_IND_9999_0x3be7bf6b149380db:0x537085997a103e06,weekday,61,783.0
POI_IND_9999_0x3be7b73d26414681:0xb719133f30dbe7fe,weekend,93,2459.0
POI_IND_9999_0x3be7b7d5f4b29dfd:0x9bfd8f3152673111,weekend,63,2405.0
POI_IND_9999_0x3be7c9c4a59962a7:0xf62451726ebba467,weekday,74,5025.0
POI_IND_9999_0x3be7c9fced6cf2c9:0xc186562941861c7,weekday,54,1232.0
POI_IND_9999_0x3be7cf41bfd367bd:0x4d6ed4c635c86257,weekday,179,4607.0
POI_IND_9999_0x3be7b0f30d370fc9:0x6af696c900aab916,weekday,189,8808.0
POI_IND_9999_0x3be79593b3ad46e5:0xa65bc79f2a5d0c5e,weekday,97,2075.0
POI_IND_9999_0x3be795d1ea6688a9:0x4b60ace4422d84dc,weekend,102,1825.0
POI_IND_9999_0x3be7b9b9b5139f4f:0xbdec9aa669f278a0,weekday,277,12063.0
POI_IND_9999_0x3be7bf6eaf842ca7:0x4719f252d81ebac,weekend,48,1171.0
POI_IND_9999_0x3be7bd165f100ab7:0xa02708d6994141ce,weekday,42,910.0
POI_IND_9999_0x3be7bd165f100ab7:0xa02708d6994141ce,weekend,65,1067.0
POI_IND_9999_0x3be7c9ea466213fd:0x6ffc4db052a9af9a,weekday,49,2630.0
POI_IND_9999_0x3be7ce0da600d9fd:0xd32d171542e8573,weekend,51,2184.0
POI_IND_9999_0x3be7ce8e255d9999:0xe1d38cdc27aa01b,weekday,1541,46199.0
POI_IND_9999_0x3be7b7f3596131b3:0x1d6c28406a8b98d6,weekday,210,8641.0
POI_IND_9999_0x3be7b7f3596131b3:0x1d6c28406a8b98d6,weekend,57,2398.0
POI_IND_9999_0x3be7c394004c0e6d:0xcf6a8ba84160fb0a,weekday,66,2112.0
POI_IND_9999_0x3be7b903cacf55c3:0x497e9e1e3b69534e,weekday,113,5328.0
POI_IND_9999_0x3be7c9164e9de569:0x92851d0b8544a2d9,weekend,197,11296.0
POI_IND_9999_0x3be7b716bb3bda57:0xc01686d6d0a4994c,weekend,447,16575.0
POI_IND_9999_0x3be7b726c76e5d11:0xe9adcf0751f665c9,weekday,153,4780.0
POI_IND_9999_0x3be7b726c76e5d11:0xe9adcf0751f665c9,weekend,61,2976.0
POI_IND_9999_0x3be7bd08d7e3e82d:0x8e1a7e99dae585e2,weekend,29,688.0
POI_IND_9999_0x3be7c1ebccd341d5:0xa8a31979b1cd211c,weekday,98,4977.0
POI_IND_9999_0x3be7b7a9d209b559:0x2d6e81a09f8bd2de,weekday,1105,48728.0
POI_IND_9999_0x3be7c8bd0783d343:0xb7c373d117e6c3e8,weekday,54,1871.0
POI_IND_9999_0x3be7b7cce51c9da9:0xd0cdc92b180dc68c,weekday,62,2460.0
POI_IND_9999_0x3be7c7c2cb87526d:0x904bfbdb8d54114e,weekend,161,6384.0
POI_IND_9999_0x3be7c7aec2fab211:0xd133d4090c659ccf,weekend,72,3068.0
POI_IND_9999_0x3be7c959a67277ad:0xc68f368de3e2b2c,weekend,47,1756.0
POI_IND_9999_0x3be7ce399d9c4ee1:0xa6bb9060d8c42962,weekend,104,3433.0
POI_IND_9999_0x3be7d1e80b64f02b:0xc8b364d48fa33c02,weekend,5,479.0
POI_IND_9999_0x3be7cf16190dccbd:0xc10412446013ea14,weekend,25,1456.0
POI_IND_9999_0x3be7cf9032c5c201:0x9a123a9132113b3f,weekday,965,36271.0
POI_IND_9999_0x3be7a970cd28b271:0xe4d0aa89b46bd37e,weekend,115,2422.0
POI_IND_9999_0x3be7b9eee6bea70d:0x558aaa31a8dc1cf1,weekend,15,716.0
POI_IND_9999_0x3be7b9eee6bea70d:0x558aaa31a8dc1cf1,weekday,66,1967.0
POI_IND_9999_0x3be7bdc4b67bdb9f:0xf4689bb33dd10e48,weekend,12,354.0
POI_IND_9999_0x3be7bdc4b67bdb9f:0xf4689bb33dd10e48,weekday,39,1553.0
POI_IND_9999_0x3be7959a77b53d79:0x5557589860b8e582,weekday,123,5519.0
POI_IND_9999_0x3be7cf8e76ea498d:0x1cefcd4167b5c4fb,weekday,33,1481.0
POI_IND_9999_0x3be7cf8e76ea498d:0x1cefcd4167b5c4fb,weekend,10,112.0
POI_IND_9999_0x3be87b8ba437dfb1:0x7e95335d68b524f0,weekday,387,6087.0
POI_IND_9999_0x3be7d1da3a4f1573:0x6d6fec8cd5aab47a,weekday,105,5361.0
POI_IND_9999_0x3be7cf24d533b475:0x14bb9cd77382531a,weekend,150,3513.0
POI_IND_9999_0x3be7aeb8f4d608fb:0x7b49cd278f39e7a7,weekend,66,2488.0
POI_IND_9999_0x3be7b91f335e637b:0x2d0a4bee85b3cac6,weekend,65,3724.0
POI_IND_9999_0x3be7b1d14eecdd5d:0xe021364d0557c27f,weekday,104,5903.0
POI_IND_9999_0x3be7c23e49d44387:0xa163f72fe6403898,weekend,253,2750.0
POI_IND_9999_0x3be7c8443fffffff:0xf6dda17f47cf2496,weekday,162,7554.0
POI_IND_9999_0x3be7c91b2f359a51:0x7a74a9bfb7a6635,weekday,712,20782.0
POI_IND_9999_0x3be7c90ca76b906d:0x608abcccd1ea2511,weekday,299,11363.0
POI_IND_9999_0x3be7c87d80325f43:0x9a68be419ef8ffde,weekend,244,10069.0
POI_IND_9999_0x3be7c9bd7802e87b:0x6752da0fa1ab5a44,weekend,63,3424.0
POI_IND_9999_0x3be7c9e92075a359:0x438fff3629fa97dc,weekday,104,5268.0
POI_IND_9999_0x3be7b1f4512ee119:0x38f65d6f27cd6143,weekday,191,9842.0
POI_IND_9999_0x3be7c70003fa62e9:0x1d986a0c4df105d1,weekend,145,2887.0
POI_IND_9999_0x3be7c70003fa62e9:0x1d986a0c4df105d1,weekday,436,7525.0
POI_IND_9999_0x3be7c62e686beb4f:0x5a421a900afb8217,weekday,555,16054.0
POI_IND_9999_0x3be7b787e37e487f:0x7d96cbae202d22dd,weekday,72,2637.0
POI_IND_9999_0x3be7c8653c86c667:0xda6f23f9501dcb15,weekend,62,3176.0
POI_IND_9999_0x3be7b7a3539f85b9:0x169e22d765db2bca,weekend,222,5932.0
POI_IND_9999_0x3be7e9c8a7679c2d:0x6cd7eecd4e0cd03d,weekend,122,1885.0
POI_IND_9999_0x3be7b7c18fde4fa5:0xb75bf7d218587bab,weekend,38,2132.0
POI_IND_9999_0x3be7c935a6e2bee3:0xe88d18d62039f5dc,weekday,181,9039.0
POI_IND_9999_0x3be7c94f74923b51:0xdc4f4bf22899fd10,weekend,141,3785.0
POI_IND_9999_0x3be7b1db319ea85b:0x396590d3b94f8b53,weekday,104,4061.0
POI_IND_9999_0x3be7c9b2b42b52cf:0xc560894d080a27c2,weekend,295,5522.0
POI_IND_9999_0x3be7c9b2b42b52cf:0xc560894d080a27c2,weekday,447,9391.0
POI_IND_9999_0x3be7c871fe40858f:0x5d070e4763d658e8,weekday,442,11536.0
POI_IND_9999_0x3be7b7b764d6e7cb:0x6bfab48ca70a1871,weekday,341,8274.0
POI_IND_9999_0x3be7b9000d0b60df:0x142e6fabd041d4f2,weekend,138,7148.0
POI_IND_9999_0x3be7b649ddd2fde5:0xf96fc052243ded51,weekend,18,945.0
POI_IND_9999_0x3be7b71b850f9d83:0xb64295a8836c3107,weekend,158,4215.0
POI_IND_9999_0x3be7b70019b6aded:0x71bc7fcab47b76d9,weekend,83,4549.0
POI_IND_9999_0x3be7b95cc11ba7c5:0x948d1ee520b374e6,weekend,97,4042.0
POI_IND_9999_0x3be7b95cc11ba7c5:0x948d1ee520b374e6,weekday,229,8327.0
POI_IND_9999_0x3be7b7b348fad911:0x3598dcff03b6907,weekday,71,2919.0
POI_IND_9999_0x3be7b1387bb21851:0x8817b82fe6cb92a5,weekday,92,5217.0
POI_IND_9999_0x3be7b800f4feb829:0xc22a08b554d81cb,weekend,132,2323.0
POI_IND_9999_0x3be7b7539b399075:0x64b1657c660e833a,weekend,22,824.0
POI_IND_9999_0x3be7c93fb762ad13:0x7e19d16ae6c7e4a2,weekday,147,8258.0
POI_IND_9999_0x3be7b72986acc051:0x4588fac006f0a606,weekend,157,5281.0
POI_IND_9999_0x3be7c8f6d0e12a1f:0x45148f58fec1e86b,weekday,420,16040.0
POI_IND_9999_0x3be7b153adf4dc5b:0x930bc1a164eb1e46,weekend,106,5991.0
POI_IND_9999_0x3be7b1edb330bce3:0x5be6a3e3d5f8c9e,weekday,76,4003.0
POI_IND_9999_0x3be7bdabb25070cf:0xa9d8d42db4766307,weekend,55,1142.0
POI_IND_9999_0x3be7b927229de115:0xc26ce0876ff4393a,weekend,177,7229.0
POI_IND_9999_0x3be7c13a88ad8ca7:0x6d6b9a1e4ea330b8,weekday,214,2378.0
POI_IND_9999_0x3be7c340e0c26833:0x55ca22282a0686e7,weekday,65,1060.0
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,weekend,222,8743.0
POI_IND_9999_0x3be7d1bf6d035773:0x14a275379c10ed68,weekday,189,6029.0
POI_IND_9999_0x3be7d1bf6d035773:0x14a275379c10ed68,weekend,65,2062.0
POI_IND_9999_0x3be7b0fdf80c61c9:0x6249d85bc45364d2,weekend,21,1308.0
POI_IND_9999_0x3be7b7a8ffdc7ea9:0x80adeef1e97cfe47,weekend,14,876.0
POI_IND_9999_0x3be7c83fc0eb5271:0x52b711524a2da569,weekday,130,7960.0
POI_IND_9999_0x3be7c77779897883:0x9abb47495273443,weekend,110,3520.0
POI_IND_9999_0x3be7b12ad3f10fb9:0x1dc127e9ffc1a031,weekday,228,8463.0
