poicode,estimated_visit
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,140
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,1
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,101
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,100
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,254
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,186
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,118
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,185
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,285
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,366
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,85
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,122
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,431
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,100
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,86
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,41
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,67
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,185
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,290
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,241
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,186
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,170
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,255
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,200
POI_IND_9999_0x3be7cf2c101d7649:0xd1dc7fc6d5eccbfc,401
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2961
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3783
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2610
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2848
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3693
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3583
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2552
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2967
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,1417
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,4001
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2332
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3754
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3230
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2204
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3617
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2653
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3746
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3891
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2861
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3594
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3020
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3029
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3431
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3545
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2868
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3574
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3712
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,1702
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,2277
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3226
POI_IND_9999_0x3be7ce6743f65149:0xfa45d5f62fa794d4,3216
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1029
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,251
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1021
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1263
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,658
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,748
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1598
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1033
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,930
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,852
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,780
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1033
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1462
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,459
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,906
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,619
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1031
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,572
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,978
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1082
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,377
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,573
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,945
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,847
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,967
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1051
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,866
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1167
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,990
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,1024
POI_IND_9999_0x3be7ce8bf751d3b3:0x3b14245b38abb245,565
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,479
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,232
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,297
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,403
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,201
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,427
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,100
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,204
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,58
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,302
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,139
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,551
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,201
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,202
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,202
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,100
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,178
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,802
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,389
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,239
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,402
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,187
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,88
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,101
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,187
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,577
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,301
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,159
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,304
POI_IND_9999_0x3be7cee7607c27a9:0xfc044c780c3e0cbf,195
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,162
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,613
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,3
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,75
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,331
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,475
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,662
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,775
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,270
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,415
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,664
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,84
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,429
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,569
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,750
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,189
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,75
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,708
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,974
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,343
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,640
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,435
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,128
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,496
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,722
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,714
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,581
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,321
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,488
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,342
POI_IND_9999_0x3be7cee5e597cfe7:0xa1a59cc2efbbc8bf,145
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,384
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,301
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,650
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,19
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,51
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,100
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,645
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,215
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,282
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,496
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,453
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,376
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,455
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,75
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,202
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,138
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,89
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,345
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,711
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,243
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,49
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,101
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,418
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,675
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,132
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,655
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,359
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,410
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,475
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,415
POI_IND_9999_0x3be7d13c1abc5e8d:0x35306f3e0fd872bb,137
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,327
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,472
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,200
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,231
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,320
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,349
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,743
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,529
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,438
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,148
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,346
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,292
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,203
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,341
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,202
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,452
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,2
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,100
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,500
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,303
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,542
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,281
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,209
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,372
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,101
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,112
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,113
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,204
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,180
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,540
POI_IND_9999_0x3be7ce11f86e09b3:0x7d50a8a335537da0,308
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,100
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,53
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,1
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,291
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,1
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,53
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,1
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,201
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,94
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,100
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,100
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,101
POI_IND_9999_0x3be7bdfc0fe9d4f7:0xbb8a8bea6c557c24,100
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,399
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,445
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,587
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,103
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,274
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,458
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,322
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,453
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,321
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,427
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,246
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,31
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,420
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,737
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,306
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,242
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,221
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,393
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,501
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,616
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,371
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,326
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,208
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,334
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,617
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,386
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,515
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,583
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,497
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,692
POI_IND_9999_0x3be7b9275ea3e8ff:0x927c1695ba05bf1c,851
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,1
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,1
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,128
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,68
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,68
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,68
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,45
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,219
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,100
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,71
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,68
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,60
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,25
POI_IND_9999_0x3be7956bb4989849:0x761a55c54bd74d2f,160
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,35
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,216
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,73
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,1
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,98
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,273
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,32
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,53
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,164
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,31
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,272
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,54
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,25
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,243
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,31
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,45
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,31
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,129
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,84
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,95
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,84
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,15
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,63
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,199
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,102
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,15
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,135
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,56
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,14
POI_IND_9999_0x3be7c1470dadc057:0xe4053239c4f77b5a,59
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,65
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,1
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,1
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,10
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,11
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,10
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,123
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,106
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,58
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,29
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,10
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,2
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,12
POI_IND_9999_0x3be7c0dd8b6da1a9:0x37deb2a938bd9e94,11
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,2
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,15
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,2
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,2
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,24
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,72
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,20
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,25
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,29
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,1
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,2
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,24
POI_IND_9999_0x3be7bd64001e4447:0xdd774c1f14985661,58
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,295
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,101
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,215
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,187
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,198
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,145
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,138
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,93
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,31
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,39
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,184
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,194
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,296
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,100
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,94
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,93
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,163
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,163
POI_IND_9999_0x3be7c1e388650685:0x385305f0406d70ef,289
