poi_code,home_h9,state,district,district_code,city,village,house_price_wbi,poi_wbi,gwpca_wbi,local_weight_house,local_weight_poi,explained_variance,version,country
POI_IND_9999_0x3be7cedb5fcebfdd:0x33b836b26dca8542,8942db552b7ffff,Maharashtra,Palghar,IN.MH.PL,Palghar,Palghar,51.203805790538325,89.06920007942537,78.00049917270417,0.096080574,0.9039194258671878,63.44013253375213,4.2.3,IND
POI_IND_9999_0x3be7b92272021c5f:0x9dbaeb1280fa4d18,89608b42c3bffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,63.52783877290037,80.85343904830691,68.88953427860204,0.6128535898721964,0.38714641012780365,68.88693299322773,4.2.3,IND
POI_IND_9999_0x3be7b19f7f38231f:0x5ab73781c3786c26,89608b44663ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,68.27159536080909,69.30107961791428,71.95605011400602,0.6242768784648959,0.3757231215351042,70.72056581858071,4.2.3,IND
POI_IND_9999_0x3be7cff12a2207d5:0x73b3f5df0615e537,89608b46207ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,66.09846818046661,69.48820027202399,69.90700649484035,0.641288116,0.35871188442276813,71.05654596683809,4.2.3,IND
POI_IND_9999_0x3be7c82d43737809:0x670e14b45fcaa6ff,89608851013ffff,Maharashtra,Pune,IN.MH.PU,Pune City,Pune,47.85063020913338,80.64291463616252,50.26140560655605,0.6331761435489808,0.36682385645101917,66.60737922804353,4.2.3,IND
POI_IND_9999_0x3be7c900c542e3c1:0xa29698073a21da7f,89608b56a6fffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,55.818287130227596,69.09201488659724,59.95320159262286,0.625779254,0.374220746,70.07617663970926,4.2.3,IND
POI_IND_9999_0x3be7c7cb51e4b769:0x1cee401cf755899f,89608b42eb7ffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,65.38365850044664,70.59220928833743,64.55880092359932,0.6113695700500212,0.3886304299499788,68.98095086694597,4.2.3,IND
POI_IND_9999_0x3be7cf91b5934b89:0x5d58c103286cfb7a,89608b0a4b3ffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,67.08190835757944,68.61909596263989,63.40837768148157,0.8101823818587413,0.18981761814125878,75.87560330572877,4.2.3,IND
POI_IND_9999_0x3be7b91588c94253:0x66dd026367f6f19f,89608b0b613ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,61.296399844995726,80.07663358839622,71.43725695368471,0.6261114578517117,0.37388854214828826,69.79076486279541,4.2.3,IND
POI_IND_9999_0x3be7cfb88df09ee1:0x11ca986d2de3e906,89608b0b613ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,61.296399844995726,80.07663358839622,71.43725695368471,0.6261114578517117,0.37388854214828826,69.79076486279541,4.2.3,IND
POI_IND_9999_0x3be7bc3d9b96d541:0x1bf3da3a9b26389b,89608b43527ffff,Maharashtra,Thane,IN.MH.TN,Bhiwandi,Kalher,60.78217230474301,57.540690959219894,52.433033196312294,0.6016666713883229,0.39833332861167703,69.24424856976246,4.2.3,IND
POI_IND_9999_0x3be7b9d2d4f56bed:0x4f96ca1879360691,89608b42c87ffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,56.51716483034416,84.63409914686957,64.55608351,0.6127273092297724,0.38727269077022763,68.76788035424212,4.2.3,IND
POI_IND_9999_0x3be7b907b73e1509:0xc96074b720b1cbc7,89608b5562bffff,Maharashtra,Thane,IN.MH.TN,Thane,Thane,58.56981690908601,81.15788385083508,64.48677941,0.6108113050469851,0.389188695,68.55092733793438,4.2.3,IND
POI_IND_9999_0x3be7cf24d533b475:0x14bb9cd77382531a,89608b0142fffff,Maharashtra,Mumbai,IN.MH.AA,Mumbai,Greater Mumbai,85.89442105856148,63.17861966007338,90.6156945,0.8346647145509365,0.1653352854490636,72.85252451092626,4.2.3,IND
POI_IND_9999_0x3be7c816df3e0b81:0x4db23375a0e8ba15,89608b56b43ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,75.22987474471094,71.77435965062216,79.99971832534567,0.6250791056295143,0.3749208943704858,69.96181252024806,4.2.3,IND
POI_IND_9999_0x3be79467680e3075:0x2a71a541ba31f5,89608a24d77ffff,Maharashtra,Thane,IN.MH.TN,Ambarnath,Ashele,64.98154640075599,79.13972169,69.80611944,0.5866506864789632,0.41334931352103665,69.87761306799999,4.2.3,IND
POI_IND_9999_0x3be7c87d617af739:0xb6e39058e3a4d0c2,89608b54b03ffff,Maharashtra,Mumbai Suburban,IN.MH.MU,Mumbai Suburban,Mumbai Suburban,69.07092545196137,69.64942068418647,72.89580425849121,0.6475919314099937,0.3524080685900063,70.88549686466304,4.2.3,IND
