poi_code,cost_for_two
0x3be7c77779897883:0x9abb47495273443,"₹1,800 for two"
0x3be7c620078a808b:0xb3d1e85c63db59fa,"₹1,400 for two"
0x3be7c7573eead34b:0xc6f87abaf66c7d58,₹700 for two
0x3be7c61997586915:0x9e82034956a4211b,
0x3be7cf4366f8b2a7:0x33f86c6d833ab0ad,"₹2,000 for two"
0x3be7cef0efe167db:0x8208ed2a04ba66cf,"₹1,000 for two"
0x3be7cefaa4118253:0xbebd4b1fa4d0bc5a,"₹4,500 for two"
0x3be7cf0070ebf053:0x3f5fe7f94c52b7cc,
0x3be7ce7d49755595:0xa8fc96af7be59714,"₹1,000 for two"
0x3be7b9d218e4c7c5:0x74e9c89527baae85,
0x3be7bdabb25070cf:0xa9d8d42db4766307,₹250 for two
0x3be7b9934c2ee131:0x391e966aa6cfb4c4,"₹2,400 for two"
0x3be7b905e82a78b3:0xbad11322f2d2bd8,"₹1,300 for two"
0x3be7c3000ba6d4b9:0xafd770bd6b614b3,₹850 for two
0x3be7b61de6dc39cd:0x8ef2d5d54118544d,"₹1,800 for two"
0x3be7b61ded59e91f:0x56e59a1ffb3e2964,"₹1,500 for two"
0x3be7c96679ecff3d:0x157d2909b12ddc95,₹100 for two
0x3be7b70238078209:0x1a78e70cf2da2e63,"₹1,800 for two"
0x3be7b7dc869fb413:0x184ecbeea0d388fd,"₹1,700 for two"
0x3be7b70185a82061:0x1d6d4778d75e7fb7,"₹1,400 for two"
0x3be7b6ee3b701d81:0x67b9da423f3bfa22,"₹1,800 for two"
0x3be7c8f6d0e12a1f:0x45148f58fec1e86b,"₹1,000 for two"
0x3be7c8f130000001:0xf87673e06aca5d42,₹850 for two
0x3be7c863e8557381:0xb31b6fd19a1dfff4,
0x3be7c86ded542b17:0x2269e4e53c3784c1,"₹1,000 for two"
0x3be7b85fb9966ed3:0xf224d664d19d1ad7,₹350 for two
0x3be7c66c8ff52145:0x721249c8ba45cbd0,₹400 for two
0x3be7b87bb0081897:0xc56716e85ab6e175,₹850 for two
0x3be7c7cb85bb6645:0x466fc948f0ca1a84,
0x3be7c7e45912caad:0xc8c7150336adffa5,"₹1,600 for two"
0x3be7c880b480a43f:0xa2f174aacdb20e86,₹850 for two
0x3be7c9c4a59962a7:0xf62451726ebba467,₹900 for two
0x3be7c944791b89b7:0x88a78a369b61b43e,"₹1,500 for two"
0x3be7c959a67277ad:0xc68f368de3e2b2c,
0x3be7b72767abcd71:0x4e3236064c02bb46,"₹2,500 for two"
0x3be7b62349f603fb:0xbcfc0eb07d03d7ed,"₹1,800 for two"
0x3be7b784e4445d57:0xb58b38a261e3fbf2,
0x3be7b103aaaaaaab:0x31c1b6699200f594,
0x3be7b946e9f9953b:0xfaa4320237ace8e5,
0x3be7b98f47e7ca1d:0xfdd0d31cf147c4ba,"₹1,000 for two"
0x3be7b9af5dd13dd9:0x6bf5101b3d32176b,
0x3be7952a5cd7616b:0x4ac1c5cf659d6e82,"₹1,000 for two"
0x3be7c8ee277ae239:0x57b4894401bcc5f9,₹850 for two
0x3be7c7ae2de8a8df:0xa9f72a12941bc8ce,"₹2,900 for two"
0x3be7c856a863c0fb:0xaa46876bcdf7c7dd,₹950 for two
0x3be7c9fd7d3801d9:0x81b4cba39f2e5b66,
0x3be7b6b7273eb4eb:0x4e2b924d036da3e9,₹500 for two
0x3be7c7af43060a11:0x2f1e69d56b103a19,"₹1,500 for two"
0x3be7ce1f9cbcd877:0x581b53b89155174f,"₹1,000 for two"
0x3be7ce2001eb0d41:0x25c60d0b0a5557bb,
0x3be7ce200315ee25:0xe6455c5a5b18d5e2,"₹1,200 for two"
0x3be7ce1f69c6a147:0x1e9f2dd2688e1f2b,
0x3be7ce24c3989ddd:0x5458e031fef80348,
0x3be7b0e53834086d:0x6f0b1c90d48cd05d,
0x3be7c86cc4f55adf:0x6268cce8619c7927,"₹2,100 for two"
0x3be7d1ebfaf3788b:0xc7ecfe5dc66c9494,"₹1,800 for two"
0x3be7cf83d1a3c1b3:0x14f5a25e32fc6aba,"₹3,500 for two"
0x3be7cec042af188f:0x21e233a50cd29113,₹850 for two
0x3be7cf5c055139df:0x14ab5ea0793d9288,₹300 for two
0x3be7ce449f70a05d:0xfb4193c6b487ac13,"₹1,000 for two"
0x3be7c9007d1c1e9d:0x80c76a76602a24d6,₹850 for two
0x3be7c9cc8c4b8483:0x4eb7c7eb6d4324c4,₹500 for two
0x3be7c9cb4c0c6b6b:0x8c8c8969d013a87,₹800 for two
0x3be7cfb678d23dcb:0x77cf430434d65c94,
0x3be7ce242cda94fb:0x82fb6bfa43eaa106,₹850 for two
0x3be7c9dd5559d7d3:0x5ff8849b7355ee5,"₹3,000 for two"
0x3be7c901fd3e6509:0xa83f51669f63dddb,"₹6,500 for two"
0x3be7ce201f3ad04f:0x3699b287d6ad5ddb,₹850 for two
0x3be7ce1042903f47:0x66d76b28052017c9,
0x3be7b0c1e58716e3:0x33d14bc0dffc1fee,₹400 for two
0x3be7c951d743e36f:0xd3f1fa8720610865,"₹3,500 for two"
0x3be7d10696e478ed:0x23466f98316a0d4e,"₹3,000 for two"
0x3be7d17a54072cef:0x854a618ec44c3c59,"₹2,500 for two"
0x3be7d1dcc331fcdf:0xdfaf93d11c4404e5,"₹1,200 for two"
0x3be7d1af76f9923d:0xfbeaf2dbb498b6e7,"₹2,500 for two"
0x3be7b6bdec9dfc75:0x4974f2ab5a2feece,₹400 for two
0x3be7b1dfe42ed893:0xe596c7a650a67acc,
0x3be7ce267fe3213f:0xa11d3a220785f398,
0x3be7b651c9132b93:0x92e17ac17523d648,
0x3be7b75556acd911:0x7e086e06fd827aff,
0x3be7ce23bdcb8c63:0xa6c7953c29745d6f,
0x3be7ce19f38aa6f3:0x8514907518261d44,₹700 for two
0x3be7c82aca3214fd:0x4b931dee55307cc6,₹500 for two
0x3be7c8eea58dd9ab:0xb9a6111e2710c7de,"₹3,500 for two"
0x3be7c8ec2e893a25:0x8f200694d75bd87f,"₹2,500 for two"
0x3be7b72307b19a23:0x2be996e466fb62d4,₹550 for two
0x3bdd6158e78d4811:0xc972f9b9dcd2ec14,₹700 for two
0x3be7ce6c5cde1ded:0x7902f654187909f0,₹850 for two
0x3be7cf872377f7c9:0xa8398a7f1e6c720b,₹850 for two
0x3be7cf21027b50ff:0xd80b86ea650174ae,₹900 for two
0x3be7cf21220d69e5:0xfb4c6867633dfc44,₹700 for two
0x3be7cf1f7a1b9395:0x2bf66e10904305ff,₹600 for two
0x3be7ce1a06b8fddd:0xc46ef84f839f4e7c,₹400 for two
0x3be7c8d4178e7169:0xf8165c5eb6405fe1,₹700 for two
0x3be7c62d09765765:0xb067c5fbb452dfd8,"₹1,800 for two"
0x3be7ce6c6924fe9b:0xcd822a0b86bed901,
0x3be7ce12e98711a7:0x2684367cec4ee004,"₹1,200 for two"
0x3be7ce6c71b6a08d:0xaf8fbc2e073e31cf,₹900 for two
0x3be7cfa9dcb8b77d:0x9aa46992fcd5371,₹600 for two
0x3be7c8abcf7563b3:0xf855775da04723ea,₹950 for two
0x3be791bd75504a81:0x60fec22520565f0,₹250 for two
0x3be7b15c923d90cf:0xaaca1e5b0d23c3df,"₹1,100 for two"
0x3be7c131b702b0d5:0xb931504327265761,₹600 for two
0x3be7c131b0f0f2ab:0x53e7258546d296cf,₹700 for two
0x3be7b13d23a47f17:0x9496bf7c12fca6e3,
0x3be7b13d244cee2d:0x9cd0a722f732ba2a,"₹1,500 for two"
0x3be7b122e8e08d33:0x715146335c98ccfc,"₹1,000 for two"
0x3be7b1e8ac8d2867:0x76b8096af1ecf980,"₹1,300 for two"
0x3be7cf9bd2965b37:0xb1b994ae3843a2f8,"₹1,400 for two"
0x3be7ce1380ea1ded:0x6437959259b5e74,
0x3be7d1000abb2203:0xa13594975a3cf854,₹500 for two
0x3be7c814fd1d66e1:0x623f3d1bd91b1f0e,₹700 for two
0x3be7c9fe0412e6e3:0x3af2ac3257216a7e,"₹1,000 for two"
0x3be7c865a474aa6f:0x4d8ebb77ca0dce37,₹700 for two
0x3be7c9a76b9b5b2f:0x7c16723f64721ace,
0x3be7c8a8b7c415fb:0x5c5acd345006e033,"₹1,400 for two"
0x3be7c8a8cdb47e99:0x262f4eea301c3d77,
0x3be7b7f725f18ec1:0xae032be2f930f580,"₹1,000 for two"
0x3be7b6f0d813c6d3:0x2b4096468187d9e6,₹700 for two
0x3be7b6f12590f9f3:0x181ffda014a22f81,
0x3be7b12e3eb4174d:0x7e246b2d29a02d1b,
0x3be7c977a2a0e537:0x6eca78bc88ddc13b,₹700 for two
0x3be7c78f312ee81d:0x80290c9bef1050d5,₹850 for two
0x3be7b627912f5e5d:0x78bddaa18bac16e2,₹700 for two
0x3be7d1c13dbce89f:0x5dde8d3f775fd0a7,"₹1,800 for two"
0x3be7c81536f0e099:0x923425401416de3c,"₹1,800 for two"
0x3be7c9881dc12b47:0x5ebb966ff4d2f4f2,"₹1,400 for two"
0x3be7b622afffffff:0x363d9bb8e85550a4,"₹1,200 for two"
0x3be7b763adb72207:0x6b6d3dcc51407177,"₹1,200 for two"
0x3be7b7d6b88e0d53:0x17f344ffa0de31f9,
0x3be7b7006227cd75:0x12672ea349983986,"₹1,400 for two"
0x3be7c9ff010a0e77:0x840044b83199643,
0x3be7b1211b5ac3f3:0x9cfbad00aa070202,
0x3be7ce8bf751d3b3:0x3b14245b38abb245,"₹1,000 for two"
0x3be7cfc075d93651:0xd988555cdc595101,₹700 for two
0x3be7ce3a6caf4b77:0x3b0ea4b58ab385e4,
0x3be7ce5286b95555:0xfbf7bda5e00a62b5,₹100 for two
0x3be7cf79082e53b9:0x607312a07e810593,₹450 for two
0x3be7cef5ba980edd:0x87ce8842dc6fef5b,"₹1,000 for two"
0x3be7c99c55e8bce1:0x51c72b68396d6a6d,"₹1,500 for two"
0x3be7c9d54c6fd509:0x690b552aec5c3b19,"₹3,000 for two"
0x3be7c90307e097eb:0x499cffa5541de0cb,
0x3be7c9074bd25a27:0x9828b6556f408daf,₹700 for two
0x3be7c81568c74ff5:0x4ffc58567f410bc0,"₹2,000 for two"
0x3be7c81568b1a243:0xb5da610e0c0ba1af,"₹2,200 for two"
0x3be7b63c5dde6425:0x78f3f6fc8b314536,"₹2,400 for two"
0x3be7c8ee0bf0851f:0x9c12549d219f7b22,"₹2,500 for two"
0x3be7c9e1e7e318e7:0x5d6106340b097497,"₹2,500 for two"
0x3be7c9700d3a7c95:0x1d71f466985edd3f,
0x3be7cf88304d66bb:0xa96ee3c808d893af,
0x3be7c84c5492ca3b:0x7448bf20b6b11d45,"₹3,500 for two"
0x3be7c9b150a7ce7b:0x5c608d2c4abba640,₹500 for two
0x3be7c9bbd1072bbd:0x44a0ca9f7b9665db,₹700 for two
0x3be7c814ce0ec2eb:0x94262d8f3863d342,₹950 for two
0x3be7c8a64956d507:0xec8f5c9de22b08b6,₹900 for two
0x3be7c8a65ff19c87:0x2f16b2a9bc6e3e82,
0x3be7ce71f6e1a39b:0x4f93ffd5251fa824,
0x3be7d1e076ad68b3:0xc8ce7f5edd13b53d,"₹3,000 for two"
0x3be7b6f8cac6a0e5:0x5aa153b981ccd076,
0x3be7c8042bd7d819:0x901136366ecbdf5d,₹850 for two
0x3be7c80422db3f73:0x307ddc81e97ee91b,₹600 for two
0x3be7b99cc42d3ef5:0x3f2f4d2191ede4e4,
0x3be7b02e0653210b:0x9e60bedfa41c50b6,
0x3be7958e577cf301:0x44ae4b6a2af6e807,₹350 for two
0x3be795eb13cf645d:0xc0b26bed36f23cd4,
0x3be7cee591fb5dcd:0x9a3f30f2f1f517a0,₹650 for two
0x3be7c9dd3812c1f5:0xc635dfe3a843596f,
0x3be7c93f1d80cd7f:0x2ff095a088915d81,₹600 for two
0x3be7c8c2eaa16227:0x6932dcd6f53f3dae,"₹2,800 for two"
0x3be7ce0da600d9fd:0xd32d171542e8573,
0x3be7b7760d1e9e41:0xa44b7c0b4fa3096,"₹3,000 for two"
0x3be7b7f3e9c1b2db:0x4c98dd9e4b640c2f,"₹2,000 for two"
0x3be7b6239b2a9639:0x61f38f6261e04eb7,"₹2,500 for two"
0x3be7c84d033839f7:0x8a926b46d58932b,"₹1,400 for two"
0x3be7c856a7d54355:0x15e6571f4c16813b,
0x3be7c84cfe45c137:0x198409f72cf6deb6,"₹1,200 for two"
0x3be7c9f8fe38e7d7:0xc465a442b05b8a09,
0x3be7c93c0c2ca3bb:0xe79c92cf8871d579,"₹1,750 for two"
0x3be7c9e6c526da61:0x66126d158aaa5617,"₹4,000 for two"
0x3be7b6e2b939e1af:0xc91fbaff4c2bf8b4,₹850 for two
0x3be7ce1171a5ae35:0x9a080c64e3a0c278,"₹1,200 for two"
0x3be7c814db1e8afb:0x51149682d96bf0cb,₹950 for two
0x3be7c88440000013:0xb0b54b9dee8b1510,"₹1,200 for two"
0x3be7c921dba4d58d:0x25a1936841e957e9,"₹1,200 for two"
0x3be7b0e2d0c50421:0xdd48e5f34decb0b3,₹850 for two
0x3be7b775e33673c3:0x83b4d25d2b16b789,
0x3be7b14808011885:0xa4c9fd4afa2abfde,"₹2,000 for two"
0x3be7c89f81e12db1:0x69b90512dc7661bd,₹700 for two
0x3be7ce6afbd645fb:0xf8f15a2d10802e82,₹700 for two
0x3be7c8abcf630c95:0xa270881add4874ae,₹600 for two
0x3be7c7aec2fab211:0xd133d4090c659ccf,"₹1,500 for two"
0x3be7b05c0eec0e5d:0x7bc223270b2a3c72,₹950 for two
0x3be7c57677c99c27:0xa8ad946809685893,₹350 for two
0x3be7b0d6f6faaaa1:0x56e9dedeb3c86cef,₹950 for two
0x3be7b15f8d7e0c25:0x9010a592a263627c,"₹1,700 for two"
0x3be7c70019a66515:0x1de4a9877afe840c,₹600 for two
0x3be7c912012a066d:0x6640e559ce56b298,"₹2,500 for two"
0x3be7b6fcda7b20b7:0x89dc2f78ec6d7699,"₹1,600 for two"
0x3be7c9006071c803:0x808249a05982e18a,"₹5,000 for two"
0x3be7c720733b0567:0x90d238911c071be5,
0x3be7c90025186e3f:0x256aeb8721eb16a5,
0x3be7c9634995f9bb:0x8b2c0d6e5bd6039b,"₹1,800 for two"
0x3be7b72760297e5d:0x17370da01bcc7734,
0x3be7b6d8ac34339d:0xc946b5d0e7495178,₹950 for two
0x3be7c7bf4876ad67:0xfdc000394740b943,
0x3be7c8a354364989:0x8fa68d0026b9e621,
0x3be79585b77008db:0x1fa6e76c9302e99a,₹700 for two
0x3be7bdde5d20feb7:0x2eff91029a2a034f,₹850 for two
0x3be7c187175bfb2b:0xeb41158a6ba91d82,"₹1,000 for two"
0x3be7c39f839a948f:0x33b6d4d48d85843c,₹700 for two
0x3be7b31a54551b37:0xdf872f53eea524c8,"₹1,000 for two"
0x3be7972a849c8fdf:0xcc7af08238997355,
0x3be7c19c241c595d:0xcc6f5ecb05ade564,"₹2,200 for two"
0x3be7c14cf7690c3d:0x4c9dbde502e6a8fe,"₹2,500 for two"
0x3be7c1454327aeff:0x87421329dcbd5c93,"₹2,500 for two"
0x3be7c9e962e79db9:0x6c9c28a70c47c027,"₹3,000 for two"
0x3be7c9aea9784cbd:0xf26b63a9baaed7f9,"₹2,000 for two"
0x3be7c9e984316fe3:0xac34dfb5d51500db,
0x3be7c9738d058d45:0xe276119f570eab86,"₹1,600 for two"
0x3be7c959e4d8c99b:0x2c3f682f150d4467,
0x3be7bfeeb95698d7:0x3208d093699cc2ef,₹850 for two
0x3be7bece4bd93a3b:0x3f18e72d4c2947e2,₹950 for two
0x3be79585045a8f9f:0x454bf6634cb5d595,"₹1,200 for two"
0x3be7958576d83d0b:0x7ecfcacfa682e32e,"₹1,000 for two"
0x3be7c0d141473e29:0xcd62f444016bdf68,₹850 for two
0x3be7b97ad9707a6f:0x85ab7ad19951d3a8,"₹2,700 for two"
0x3be79662c5265885:0x3fafa4f2e0ee77a3,₹950 for two
0x3be7c14cfa4692ef:0x7729b6e11880e1fb,"₹2,000 for two"
0x3be7c9ea43970135:0xd3df0da63634b3ce,"₹1,700 for two"
0x3be7c91e0c22cff3:0xed9b5adad79628ed,₹950 for two
0x3be7c9a5a0f1c3b5:0x5d6c0d9c814ae886,₹850 for two
0x3be7c9e99c6455dd:0x4c899a5c98f6699,"₹2,000 for two"
0x3be7c9ea4f73a7f7:0xd8aab01592c6e8d4,"₹1,700 for two"
0x3be7c9e9842d7623:0x5f6fd4406c131afd,"₹1,800 for two"
0x3be7b7cba046d585:0xadce328df8b70b27,₹600 for two
0x3be7b63981857ccd:0xd187658956d8027b,"₹1,000 for two"
0x3be7b7246c4cfb65:0xc54a95af2e8a29b1,"₹2,500 for two"
0x3be7c71d3c554697:0xee7325d321cb6733,"₹1,500 for two"
0x3be7c7c6191dd001:0x99abd79fb9a65461,
0x3be7ce724215f375:0xcdf5bc22f71e401b,₹950 for two
0x3be7c86df972d9a7:0xc1596977403bc148,"₹1,600 for two"
0x3be7c86dfe47197d:0xee9d79aee1f8f007,"₹1,800 for two"
0x3be7c86d8cf49237:0x7544812168e3975d,"₹1,600 for two"
0x3be7c83949368763:0x7509a9435c5c33a3,"₹1,900 for two"
0x3be7b765319f5fb9:0xffa23b50fa62432c,"₹1,500 for two"
0x3be7b78b0fac7e5d:0xa8851ae223c50ad5,"₹1,000 for two"
0x3be7b7562790a60f:0x5083863c686486da,"₹2,100 for two"
0x3be7b733c8720d09:0x6a89e1e7b773ca96,₹700 for two
0x3be7b3b9e6fca12d:0xb426a31d81e4cc55,"₹1,350 for two"
0x3be7b7934893eb0d:0x9f84317a7f12e036,
0x3be7c78bea8a9d45:0x6c3a6a350b0848d4,
0x3be7c78bc293eb79:0x2e80d365543bdb3a,
0x3be7b6edf966768d:0x87d13fa424de66ec,"₹1,600 for two"
0x3be7b6ee658b3e2d:0x2b1487db1b944325,"₹2,300 for two"
0x3be7c7cf543d131d:0xb8399480c86ea3a2,"₹2,500 for two"
0x3be7b724f3fcf355:0xe4a32732d29d1042,"₹1,800 for two"
0x3be7b7a1cffd1391:0xdb6e5fd6cb9a3863,₹600 for two
0x3be7b733c424e091:0x24f6ecc4355cca35,₹500 for two
0x3be7b13e9f1b28b1:0x465b7c07ed591945,₹500 for two
0x3be7b35efa8d9c8d:0xc08e448dc0c2f415,"₹1,300 for two"
0x3be7c811aaaaaac3:0x90766f05e6f49860,₹900 for two
0x3be7c60d6a17eb87:0x60a0397250819f8f,
0x3be7cf76915da3b3:0xf82d647589847aa5,₹850 for two
0x3be7b02e73b79b47:0x1b577d3d126ee3b9,
0x3be7c1355e6e117b:0x35e6abf6f52360d3,"₹1,800 for two"
0x3be7b6217a060a15:0x49bc30f00e2e0288,"₹1,900 for two"
0x3be7b6ebf294a509:0x8003f8f330d62652,₹850 for two
0x3be7c85af128c1fb:0x2cc538d0c7109b4d,"₹4,000 for two"
0x3be7c9e8f86df953:0xf4ce007ee683a98,
0x3be7c97990298573:0x8864953a5483d8ca,
0x3be7c978048fc55f:0xc71ab6c6b4489cf4,
0x3be7b710aa7c2b9d:0x354b6bfc19ec240b,"₹1,100 for two"
0x3be7b79a8f2c20fb:0xf55560589f04e65,"₹1,200 for two"
0x3be7c924b1918e17:0xde9ffb24c75396d7,₹500 for two
0x3be7d1d9300fb989:0xced9ce2e8c0bb57a,₹800 for two
0x3be7c94f937783d7:0x1cd185cc218db65a,"₹1,600 for two"
0x3be7b12d0784b597:0x57a1a021dd636956,₹850 for two
0x3be7b0cccd155555:0x9f0c164c63e74306,₹300 for two
0x3be7bd81f106ac45:0x1d39bda78197afaa,"₹1,200 for two"
0x3be799ebf7bc1dd7:0xa8b387c429826425,"₹1,800 for two"
0x3be7d1db86cb7aa7:0x950b65f21118600b,
0x3be7d1e6dcd897df:0xa2f3d5677f715126,"₹2,000 for two"
0x3be7b7acd5b733ed:0x493e271ad9deec95,"₹1,000 for two"
0x3be7b62dda2bedaf:0x855ff22066eaa539,"₹1,000 for two"
0x3be7ce0cbed13c25:0xcccd603868a3d11a,₹700 for two
0x3be7ce0c96201119:0xd97158c8f9cb2bae,₹700 for two
0x3be7c8ce3da6dc49:0xc2bc21264d86c4cf,₹800 for two
0x3be7b1386d415555:0x1875f342c1ca3a3a,₹950 for two
0x3be7b73d25d91db5:0x7be81e8c756523df,₹400 for two
0x3be7b0dbb4c9d0d9:0x653888b0a662b62a,
0x3be7b0dbb3d39fff:0xcf6757311e0056e1,"₹1,000 for two"
0x3be7c904f4cc29ef:0x8e3acf5f4e95e266,₹950 for two
0x3be7b8e538f2be49:0x2c30de39f7c786e2,"₹1,000 for two"
0x3be7b8faad4dede7:0xc3bbdb11c3870d17,"₹1,400 for two"
0x3be7b8e54de85c35:0x2413822c8bf391aa,₹800 for two
0x3be7b8e5387c612d:0x7dccce9da2d7dc78,₹600 for two
0x3be7c901ff3ce267:0x6debb3e712813172,"₹3,400 for two"
0x3be7b7c4e7d752c7:0x47d97f6ac45f61b5,
0x3be7b6cb898e1921:0x6fbdf673bdf2f322,₹300 for two
0x3be7b72903460ddb:0x4f75340db817cb93,₹450 for two
0x3be7b6df5e8b9237:0xc58754e5e987be93,₹450 for two
0x3be7c879c66594ed:0x309fc2a868e1a520,₹850 for two
0x3be7cf0496ec97a1:0x16f92ba652f3caac,"₹1,900 for two"
0x3be7ce70889fee6f:0xcee9af7749369782,₹450 for two
0x3be7c92b8878e667:0x8cb945c564df187,"₹1,000 for two"
0x3be7c90e3749f5e3:0xe72c052a5819603c,"₹1,500 for two"
0x3be7b61e5e55dc53:0xe1152f3755bcc4b5,"₹2,000 for two"
0x3be7b7338b892e13:0xe062ce65fb6eb55d,
0x3be7c90e6568fbe1:0xe329c41865fd108f,"₹3,000 for two"
0x3be7b6cf86371ba1:0xfcde917f4ee69e28,₹600 for two
0x3be7ced18f339c9d:0xc9b6fd38834dd75b,₹700 for two
0x3be7bdcec1f78d69:0xc33cbcae65a91724,"₹1,000 for two"
0x3be7bd298f0eacb5:0x8f1f42c08eafeb1a,"₹1,900 for two"
0x3be7b1b5e71c8c4b:0x1155d60d3582da94,
0x3be7b10605ba417f:0x99e1d8533d144b54,"₹1,000 for two"
0x3be7c133e76f1551:0x5a187694d064884c,"₹1,400 for two"
0x3be7ce0efa1e377d:0xbf6cdbac7043c027,₹650 for two
0x3be7ce87c5857a9b:0x365fe274d965b5e3,"₹1,800 for two"
0x3be7cfe290e355a9:0xcb85236cacb4efa3,₹900 for two
0x3be7ce8796fc6aed:0xa8f11316d3c1da57,"₹2,500 for two"
0x3be7c94865703539:0x4d988bb91502f514,₹200 for two
0x3be7b7647789d43b:0x8ab08e032eae79d0,₹350 for two
0x3be7c6283fd4a329:0x63e0802da5a9b42f,₹600 for two
0x3be7c62819ab3909:0x29aaeabf58b7a2a0,
0x3be7c7cfaaaaaaab:0x5fd3558e7ed205a,"₹1,500 for two"
0x3be7c9c898476b37:0xfdc9367a4e644327,₹950 for two
0x3be7b7db387892c7:0x1570a0232f8ebf30,"₹1,200 for two"
0x3be7b7ecdedc5653:0x84a37aa2d43c5639,"₹1,700 for two"
0x3be7c3bebc422075:0xa471ebf664830b79,"₹1,700 for two"
0x3be7c3a055555515:0x7daca24e91308b6f,"₹1,300 for two"
0x3be7ce28b5ea3945:0x19da1d8f43d864a5,₹600 for two
0x3be7ce864061577f:0xe9c91934173c39d8,"₹2,000 for two"
0x3be7cfb2b2cecf1d:0x2e38ae8a46314d57,"₹1,800 for two"
0x3be7c9d7042acc6d:0x14fadba2ad4da6a4,₹450 for two
0x3be7c9d70feb50b9:0x4fb58f04952ed30,₹950 for two
0x3be7f3de872225a5:0xc972780fba8ac9ca,
0x3be7b1185d669e0f:0x5cbeab8985ed086,₹550 for two
0x3be7cee6ac08912b:0xf7bb364ad7834266,"₹1,800 for two"
0x3be7cf28e57a2ce9:0xb10d166d8a045826,₹950 for two
0x3be7bd115e860123:0x9ebc44eb208678e2,"₹1,000 for two"
0x3be7c3e80aa49561:0xb5c19a5eff9b60b2,
0x3be7c3e7d9966669:0xceb08cd819422fca,
0x3be7c3dd598bf8fb:0xbaa26a7540c7b488,₹400 for two
0x3be7d1e70776872b:0xf383e32b9921b7c0,"₹1,600 for two"
0x3be7c9002444b393:0x27796b138de89e91,"₹2,000 for two"
0x3be7c9d3cc0aa281:0x4a4121f9948753b5,
0x3be7c921941768e7:0x947bf469c871912d,₹950 for two
0x3be7c9330506d981:0x7761d788f2c74ea2,₹850 for two
0x3be7c8ce141f2319:0x561b7533b7ec45d,₹600 for two
0x3be7ce0e0ebe4e95:0x1b1f6f572b6ad9a7,₹500 for two
0x3be7d1c06fffffff:0x375ff33a40669677,
0x3be795a77678dd87:0x5127a881bac4e4f8,₹450 for two
0x3be795cf1bf7e945:0x5cb13078b28006de,
0x3be7c34df201f221:0xa801a7cde26192e9,₹850 for two
0x3be7b772bf6aa0a3:0xcd3f6a252ca26b48,₹850 for two
0x3be7b05b47b9ce83:0xd18422314b12a6b3,
0x3be7b108483b6601:0xadb157e291297490,₹500 for two
0x3be7b9178d44aca9:0xf7a09d9124c6b100,₹650 for two
0x3be7c7e32bfc6e05:0x8bfd60f189bbea42,"₹2,800 for two"
0x3be7c82f0f34a29b:0x7e9a07a1da31e342,₹850 for two
0x3be7c8ff00000001:0xaec90dc79783fc3f,"₹1,100 for two"
0x3be7c9076f2a6cf9:0xd8fe559665b77695,₹950 for two
0x3be7c7c46f80a267:0x287562cf95a2c7b1,₹500 for two
0x3be7c822d36528b1:0x9907e353a805755b,₹950 for two
0x3be7c9f864c3ce85:0x71f52a762b868805,"₹5,500 for two"
0x3be7b6cb98d2cd87:0x1ef60da033d84d3f,₹850 for two
0x3be7b7c0c1479335:0xa5f6523b250b52d,₹300 for two
0x3be7b636488cda79:0x2b6fce556e6ca0c4,"₹1,000 for two"
0x3be7c90e3749f5e3:0x456280e03fc9e99,
0x3be7c92955eede4d:0xcac92a2664fc1b31,
0x3be7b8f5b6cb36d3:0xe8677705e87a7858,₹600 for two
0x3be7b13affffffff:0x6c3956e51c8b5c48,₹600 for two
0x3be7b7f2383f715f:0x737a0d60b006de6e,"₹1,400 for two"
0x3be7b6eeb5e6f079:0x4c99a1a5a93ba4f7,₹600 for two
0x3be7c7ef5af5951f:0x25831c0e928781f0,"₹1,800 for two"
0x3be7b1b6368bf56f:0x6e0f483fc9ceb7f5,₹950 for two
0x3be7c9c62769ad8b:0x79a9ad6301602f53,₹550 for two
0x3be7c9919e7cb9cf:0x9c2fbc3307c34029,"₹1,000 for two"
0x3be7c9b81c95fe9d:0x5df4c1552fa1fa81,"₹1,100 for two"
0x3be7c9ba0b0201c5:0x8ca83ba177c59c4a,
0x3be7b6e09a608e7d:0x1c54c5f5ec943d77,₹950 for two
0x3be7b9677e3c16a9:0xbcbb39a2109eb44a,₹450 for two
0x3be7ce28ba8bc7a5:0xa2de50c8d11b22c7,₹600 for two
0x3be7d10041085f45:0x17fd52d8351b6edf,"₹6,000 for two"
0x3be7d1eee055d707:0x2a2182a924d321b4,"₹2,500 for two"
0x3be7d1ef2368eb05:0xb57a10e7ac754ab8,"₹6,000 for two"
0x3be7ceed003de1c9:0x2337709ecd32790c,"₹1,000 for two"
0x3be7b6f0d1e8ac9d:0x449a92aa8c0d528d,
0x3be7bba3a1b1a34b:0x71c63b58e74d15eb,₹950 for two
0x3be7b04de01ca509:0x6c11da00cddf34a3,₹650 for two
0x3be7bdfcbce5fc69:0xf260503828b99669,₹300 for two
0x3be7c0d02de2cb15:0xa4f92f5f17a2b06c,
0x3be7c3a971a7fded:0xc792e74e0c51edb6,"₹1,200 for two"
0x3be7c3ac9d3bd787:0x99b76a0a5e514728,₹850 for two
0x3be7c3abcfb9cbdf:0x2b6ecf31a95c2709,₹950 for two
